"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"IRIX","IRIDEX Corporation","Healthcare","Medical Devices","USA",27.20,,,,0.76,1.56,2.29,,,,-0.56,38.80%,46.40%,-21.60%,30.00%,0.30%,4.60%,-17.80%,13.89,11.23,2.40%,0.00%,47.70%,-3.07%,1.77%,2.54,-25.00%,-38.60%,-39.70%,2.80,2.00,0.06,0.14,41.40%,-22.10%,-21.50%,16.87%,14.12%,2.11%,-5.83%,-24.37%,-13.00%,1.10,0.12,6.45%,5.96%,34.22%,33.34%,26.13%,17.56%,50.63%,-43.16%,97.54%,76.45,18.72%,4.64%,,78.26,8.02,2.41,24.23%,627662,11/9/2020 4:30:00 PM,,2/16/1996,2.70,12.03%
2,"SRAX","SRAX, Inc.","Communication Services","Advertising Agencies","USA",42.60,,,,8.19,2.11,5.92,,,,-1.46,-257.70%,38.90%,-6.10%,15.00%,-6.90%,-516.60%,160.00%,14.48,13.42,16.26%,0.00%,4.20%,-4.61%,6.14%,10.46,-76.30%,-137.10%,-142.90%,0.70,0.70,0.18,0.42,61.80%,,,6.50%,-8.71%,-5.07%,9.17%,79.45%,5.22%,2.05,0.20,8.34%,6.86%,19.94%,17.70%,29.00%,-5.74%,51.46%,-7.07%,141.86%,68.04,14.71%,3.82%,2.00,78.74,13.64,3.12,19.08%,1073931,11/16/2020 8:30:00 AM,,10/12/2012,3.35,7.37%
3,"IMH","Impac Mortgage Holdings, Inc.","Financial","Mortgage Finance","USA",60.90,,4.38,,26.48,3.52,1.10,0.07,,,-4.08,94.60%,125.70%,11.10%,4.00%,15.50%,11.20%,-24.40%,21.26,11.48,16.10%,25.85%,21.20%,-1.80%,0.64%,0.46,-3.10%,-201.70%,-0.70%,,,3.94,139.58,,,,3.26%,64.74%,150.00%,69.64%,-46.43%,-45.82%,0.76,0.24,9.77%,11.68%,25.79%,68.01%,83.67%,3.46%,153.31%,-58.09%,199.09%,70.33,10.03%,4.91%,,157.74,2.40,3.29,15.44%,378273,11/5/2020 4:30:00 PM,,11/21/1995,3.30,0.30%
4,"CPHI","China Pharma Holdings, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","China",20.38,,,,1.85,2.49,67.93,,,,-0.47,-92.60%,,12.10%,10.00%,-13.20%,-44.10%,0.00%,43.58,21.94,0.30%,0.00%,3.00%,7.56%,0.59%,0.22,-91.70%,-240.90%,-149.00%,0.40,0.10,0.11,0.62,15.30%,,,1.89%,-17.89%,18.07%,-31.48%,94.57%,88.98%,0.44,0.04,6.79%,9.73%,11.33%,16.00%,7.43%,-15.57%,36.46%,-63.94%,124.40%,60.91,12.83%,0.00%,2.00,588.81,3.30,0.50,12.83%,1944035,,,4/17/2002,,
5,"SEAC","SeaChange International, Inc.","Technology","Software - Application","USA",32.90,,,,0.91,0.95,5.58,,,,-0.47,77.20%,41.70%,21.90%,,-10.30%,-339.80%,-75.60%,37.56,27.91,2.70%,0.00%,28.20%,-13.84%,0.94%,0.82,-27.60%,-41.30%,-17.90%,2.30,,0.03,0.07,58.30%,-52.20%,-48.20%,10.61%,-3.36%,0.17%,-38.04%,-79.00%,-79.00%,0.71,0.09,9.05%,10.73%,10.06%,16.38%,-39.03%,-10.81%,42.19%,-80.30%,42.19%,59.68,10.24%,1.15%,2.50,320.03,4.25,0.98,11.50%,1359727,12/10/2020 4:30:00 PM,,11/5/1996,0.98,0.00%
6,"UTSI","UTStarcom Holdings Corp.","Technology","Communication Equipment","China",47.80,,,,1.17,0.54,1.45,,,,-0.51,-182.90%,,32.90%,22.00%,-12.70%,,-44.50%,35.69,10.96,70.60%,0.00%,3.90%,7.07%,6.08%,0.83,-11.50%,-18.50%,-6.20%,2.70,2.50,0.00,0.00,36.20%,-32.00%,-44.30%,-6.13%,40.85%,23.58%,-31.05%,-54.83%,-55.59%,1.40,0.16,8.58%,13.77%,7.55%,26.57%,-7.11%,-44.09%,72.75%,-51.99%,72.75%,57.79,2.16%,6.11%,,806.28,0.51,1.42,8.40%,409207,,,3/3/2000,1.38,-2.82%
7,"RETO","ReTo Eco-Solutions, Inc.","Basic Materials","Building Materials","China",15.10,,,,1.06,0.44,,,,,-0.64,-565.00%,,,,16.50%,-361.30%,-83.80%,23.62,10.80,55.27%,0.00%,1.00%,372.82%,0.39%,0.05,-20.60%,-36.90%,-21.40%,0.90,0.80,0.19,0.44,24.20%,-90.30%,,-8.20%,1.64%,20.22%,-53.03%,-31.11%,-29.38%,,0.05,5.68%,9.68%,1.63%,1.99%,-8.77%,-23.32%,25.39%,-65.26%,122.37%,53.72,5.89%,1.61%,,882.91,0.87,0.67,7.60%,768469,,,11/29/2017,0.67,0.00%
8,"QUIK","QuickLogic Corporation","Technology","Semiconductors","USA",42.59,,,,4.73,2.82,1.72,,,,-1.28,6.90%,72.20%,9.40%,20.00%,-18.00%,63.50%,-18.20%,11.02,10.91,0.30%,0.00%,26.10%,-1.39%,0.27%,0.42,-33.40%,-83.60%,-53.10%,1.60,1.40,0.04,1.14,54.50%,,,15.56%,29.54%,16.67%,15.19%,-17.83%,-39.33%,1.96,0.26,13.67%,7.40%,18.56%,27.74%,12.67%,-14.63%,55.16%,-55.67%,84.68%,64.34,4.83%,2.47%,2.00,70.62,2.17,3.91,7.42%,153443,11/4/2020 4:30:00 PM,5.00,10/15/1999,,
9,"KIQ","Kelso Technologies Inc.","Industrials","Railroads","Canada",26.42,16.47,,,1.75,2.15,,,,,0.03,,,,,,,-71.70%,47.17,45.07,4.27%,0.00%,5.04%,,0.39%,2.06,,,,,,,,,,,9.83%,9.83%,11.13%,-15.23%,-23.29%,-22.56%,,0.03,5.13%,6.65%,16.16%,12.13%,5.06%,-3.21%,34.83%,-39.97%,34.83%,69.89,7.14%,0.00%,,84.77,2.81,0.60,7.14%,238123,10/29/2020 8:30:00 AM,,10/20/2003,,
10,"CLSD","Clearside Biomedical, Inc.","Healthcare","Biotechnology","USA",97.20,,,,9.92,11.65,,,,,-0.32,70.10%,-13.90%,-9.20%,,,69.60%,2334.00%,46.98,44.39,7.10%,19.47%,41.40%,0.95%,2.25%,4.05,-65.30%,-153.40%,-185.90%,2.00,2.00,0.05,0.12,,,,-5.71%,19.28%,26.92%,2.59%,-41.76%,-31.72%,1.37,0.16,5.60%,9.34%,4.10%,23.13%,19.15%,-11.67%,69.60%,-48.67%,92.73%,59.13,7.61%,-0.51%,2.30,246.68,4.35,2.12,7.07%,1073279,11/10/2020 4:30:00 PM,,6/2/2016,,
11,"FTFT","Future FinTech Group Inc.","Technology","Software - Application","China",96.00,,,,191.99,2.98,96.00,,,0.00%,-0.43,94.70%,,-16.90%,15.00%,-60.50%,-266.30%,-87.20%,35.18,18.19,56.98%,0.00%,0.50%,45.39%,0.51%,0.16,484.20%,,14.20%,1.50,1.50,0.00,0.09,78.40%,,,-22.92%,-13.55%,-4.64%,69.72%,320.36%,311.02%,2.44,0.33,8.81%,16.19%,-17.35%,-12.06%,9.64%,-41.42%,10.00%,-47.06%,368.09%,43.31,0.00%,7.03%,3.00,579.36,2.38,1.98,7.03%,1378807,,,4/15/2003,1.97,-0.51%
12,"PLIN","China Xiangtai Food Co., Ltd.","Consumer Defensive","Packaged Foods","China",26.10,,,,0.24,0.86,15.35,,,,-0.14,-157.30%,,,,,-168.30%,-41.30%,22.77,15.49,46.57%,0.00%,0.60%,335.00%,0.32%,0.02,-8.90%,-21.60%,0.80%,1.50,,0.12,0.54,6.50%,0.40%,-4.40%,7.14%,2.27%,35.30%,-38.36%,-77.78%,-76.92%,,0.09,13.53%,10.58%,12.82%,11.90%,-22.26%,-36.01%,36.35%,-79.75%,54.82%,60.17,6.07%,0.56%,,2561.63,0.67,0.96,6.66%,1725724,,,8/14/2019,0.96,0.01%
13,"SYPR","Sypris Solutions, Inc.","Consumer Cyclical","Auto Parts","USA",31.30,15.21,,1.90,0.38,1.99,3.77,,,0.00%,0.09,-10.80%,,-24.50%,8.00%,-24.40%,323.00%,-0.40%,21.06,10.83,4.50%,0.00%,6.40%,-2.51%,0.07%,0.01,3.40%,15.40%,-12.20%,1.50,0.80,0.49,0.82,14.10%,-0.70%,2.40%,3.62%,-13.33%,8.33%,89.40%,77.99%,83.31%,1.62,0.10,6.50%,6.61%,9.20%,14.74%,53.90%,-13.14%,40.74%,-29.30%,182.27%,61.22,6.29%,0.00%,3.00,863.74,0.20,1.52,6.29%,173223,11/12/2020 8:30:00 AM,,5/18/1994,,
14,"DTEA","DAVIDsTEA Inc.","Consumer Defensive","Packaged Foods","Canada",75.79,,,,0.63,,4.43,22.29,,,-1.03,8.50%,,-38.10%,,6.70%,230.10%,-33.70%,26.22,14.20,45.87%,0.00%,1.70%,-55.19%,1.16%,0.37,-34.80%,569.60%,-22.20%,0.90,0.50,,,47.00%,-20.60%,-22.20%,-0.76%,77.55%,175.29%,158.42%,75.17%,78.77%,3.33,0.30,15.09%,15.46%,30.38%,77.21%,165.69%,-14.77%,172.29%,-14.77%,779.37%,66.57,9.06%,-2.68%,,449.76,0.71,2.77,6.13%,320177,12/15/2020 4:30:00 PM,,6/5/2015,,
15,"HBP","Huttig Building Products, Inc.","Industrials","Industrial Distribution","USA",95.18,,,,0.12,2.11,118.98,1.89,,,-0.42,-250.80%,,-40.10%,14.00%,5.40%,272.50%,-1.40%,26.00,19.12,20.75%,0.00%,41.40%,-8.10%,1.74%,0.75,-3.60%,-27.20%,-8.20%,2.00,0.90,2.34,2.38,20.00%,-0.80%,-1.30%,-3.62%,-10.13%,62.44%,188.33%,114.91%,124.68%,2.56,0.13,3.64%,3.47%,1.03%,2.64%,80.75%,-4.68%,19.54%,-4.68%,644.42%,55.82,6.07%,0.00%,,442.16,0.14,3.67,6.07%,61568,10/29/2020 4:30:00 PM,,12/8/1999,,
16,"LEE","Lee Enterprises, Incorporated","Communication Services","Publishing","USA",69.40,,,,0.11,,2.06,1.66,,,-0.06,-121.90%,,-16.30%,3.00%,-1.00%,-325.10%,55.10%,56.16,50.38,5.80%,0.00%,43.00%,-6.33%,3.67%,8.07,-0.40%,8.90%,9.10%,0.80,0.70,,,96.10%,8.10%,-0.50%,4.42%,15.69%,43.90%,21.72%,-18.06%,-16.90%,1.50,0.07,3.86%,6.63%,10.28%,26.48%,31.82%,-1.57%,62.97%,-59.55%,76.06%,66.32,5.93%,0.00%,,229.27,1.16,1.25,5.93%,266164,12/10/2020 8:30:00 AM,,3/17/1970,,
17,"BSQR","BSQUARE Corporation","Technology","Software - Application","USA",17.10,,,,0.33,2.08,,,,,-0.24,34.10%,,-41.00%,,-9.20%,87.90%,-28.80%,13.17,12.33,5.90%,9.79%,28.70%,0.75%,0.07%,0.16,-13.50%,-33.70%,-96.20%,1.80,1.80,0.07,0.19,15.90%,-6.00%,-5.90%,1.50%,-6.25%,3.05%,-11.18%,-2.17%,-2.88%,1.51,0.09,6.27%,6.62%,7.26%,9.41%,7.86%,-12.80%,30.00%,-28.50%,72.29%,60.74,2.14%,3.70%,,55.34,3.22,1.43,5.93%,178074,11/12/2020 4:30:00 PM,1.47,10/20/1999,,
18,"AIHS","Senmiao Technology Limited","Financial","Credit Services","China",45.90,,,,6.29,8.00,10.43,,,,-0.29,-145.10%,,,,,-190.30%,-76.30%,37.80,29.36,32.82%,0.00%,0.90%,92.64%,0.15%,0.01,-80.70%,-358.10%,-58.60%,0.70,0.70,0.63,1.90,29.20%,,,-0.95%,-24.09%,39.22%,60.00%,67.15%,55.22%,,0.12,7.04%,8.98%,-7.50%,-3.75%,57.83%,-44.44%,69.23%,-53.19%,323.08%,47.92,4.76%,0.96%,,5761.97,0.24,1.10,5.77%,1390962,11/20/2020 8:30:00 AM,,3/16/2018,,
19,"DFFN","Diffusion Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",47.40,,,,,1.67,2.16,,,,-0.50,78.90%,21.40%,58.90%,,,88.40%,,64.01,63.88,0.10%,85.22%,10.70%,-2.32%,1.40%,0.90,-56.00%,-63.50%,,8.40,8.40,0.00,0.00,,,,6.08%,7.43%,-9.40%,-24.45%,84.45%,63.23%,1.61,0.05,5.66%,7.86%,7.00%,3.70%,-5.19%,-16.84%,28.90%,-50.62%,216.00%,59.19,2.62%,2.37%,,1001.99,1.27,0.79,5.05%,1272643,,,10/17/2003,,
20,"HNRG","Hallador Energy Company","Energy","Thermal Coal","USA",30.80,,4.48,,0.12,0.17,5.81,1.10,,,-1.99,-888.00%,1250.00%,-50.40%,,5.90%,151.80%,-21.70%,30.47,22.81,3.80%,0.00%,32.70%,-9.01%,1.23%,1.17,-1.20%,-2.70%,-12.00%,1.10,0.40,0.60,0.79,25.60%,1.50%,-2.00%,-4.63%,1.98%,57.64%,63.49%,-66.34%,-65.32%,0.68,0.07,4.48%,7.07%,2.96%,17.03%,34.41%,-9.24%,51.41%,-64.99%,80.00%,57.82,2.86%,1.94%,,239.95,1.18,1.08,4.85%,281990,11/2/2020 4:30:00 PM,,1/20/1997,,
21,"AIRI","Air Industries Group","Industrials","Aerospace & Defense","USA",37.40,,14.88,,0.76,3.22,24.94,,,,-0.08,71.70%,500.00%,-24.00%,,-3.20%,-213.70%,-2.10%,30.62,24.78,20.10%,-1.38%,23.60%,1.05%,0.01%,0.01,-4.10%,-19.50%,0.60%,1.30,0.30,0.62,2.57,12.60%,-5.40%,-4.60%,0.01%,-6.22%,8.19%,-2.45%,-31.21%,-48.26%,1.17,0.08,3.44%,6.68%,-0.16%,5.67%,8.06%,-21.52%,32.11%,-63.10%,106.67%,54.88,3.33%,0.83%,2.00,471.17,1.45,1.24,4.19%,681175,10/29/2020 4:30:00 PM,,10/5/2000,,
22,"BHAT","Fujian Blue Hat Interactive Entertainment Technology Ltd.","Communication Services","Electronic Gaming & Multimedia","China",30.70,3.05,,,1.45,0.66,2.69,,,,0.28,13.50%,,,,,-88.40%,-66.70%,35.14,12.87,64.75%,0.00%,2.50%,183.96%,4.48%,0.80,,,17.80%,3.40,3.40,0.00,0.04,,,,-6.35%,-4.49%,-12.37%,-27.35%,-65.86%,-57.72%,,0.06,4.99%,6.49%,-0.67%,0.69%,-14.55%,-23.25%,15.90%,-64.98%,39.92%,49.90,2.39%,1.41%,,717.77,2.51,0.88,3.84%,1804007,,,7/26/2019,0.89,0.84%
23,"DYNT","Dynatronics Corporation","Healthcare","Medical Devices","USA",12.31,,,,0.25,1.13,5.59,6.15,,,-0.41,-102.10%,85.70%,24.60%,,12.90%,-411.60%,-26.20%,14.08,10.70,18.80%,0.00%,7.90%,5.85%,0.15%,0.07,-12.20%,-43.80%,-16.00%,2.00,1.20,0.52,0.59,28.20%,-7.40%,-9.80%,3.48%,26.86%,29.94%,4.77%,8.37%,4.47%,-0.06,0.05,5.62%,6.87%,12.46%,29.49%,14.99%,2.02%,72.11%,-75.67%,72.11%,72.84,3.46%,0.32%,1.70,207.98,1.40,0.90,3.79%,290141,9/24/2020 8:30:00 AM,,11/16/1983,,
24,"STCN","Steel Connect, Inc.","Industrials","Integrated Freight & Logistics","USA",48.67,,,,0.07,1.00,0.47,0.74,,,-0.26,89.30%,,19.50%,10.00%,6.90%,-233.50%,-24.60%,61.89,54.76,0.90%,0.00%,47.30%,-2.18%,0.07%,0.25,-2.00%,-32.40%,6.40%,1.00,0.90,7.77,7.89,21.90%,3.50%,-2.20%,-0.52%,-2.34%,40.30%,24.44%,-51.02%,-47.16%,1.07,0.09,9.05%,10.31%,-8.55%,11.85%,23.06%,-23.11%,56.80%,-52.68%,98.93%,49.51,-0.04%,3.69%,,159.24,0.84,0.80,3.66%,133824,,,1/25/1994,,
25,"CAPR","Capricor Therapeutics, Inc.","Healthcare","Biotechnology","USA",79.48,,,,158.96,2.53,2.25,,,,-1.07,60.10%,-14.80%,17.30%,,-26.80%,53.90%,-88.10%,20.45,19.93,0.50%,0.00%,6.10%,34.23%,3.84%,1.58,-44.40%,-55.80%,-75.80%,15.60,15.60,0.12,0.12,,,,-7.58%,-3.23%,-26.42%,-19.25%,225.00%,204.69%,6.68,0.22,3.96%,5.61%,-3.44%,-5.02%,-12.82%,-19.04%,5.48%,-67.21%,359.09%,44.42,3.06%,0.51%,2.00,483.41,1.60,4.04,3.59%,773368,11/12/2020 4:30:00 PM,,6/20/2002,4.09,1.24%
26,"SONN","Sonnet BioTherapeutics Holdings, Inc.","Healthcare","Biotechnology","USA",39.71,,,,5.22,11.45,5.44,,,,-27.55,89.10%,,45.70%,,,68.40%,,17.34,16.49,5.10%,0.00%,2.60%,51.88%,5.82%,1.37,,,,1.60,,0.03,0.03,2.60%,,,-2.14%,-11.58%,-6.91%,-40.05%,-84.79%,-85.07%,0.75,0.16,3.90%,6.88%,-6.71%,-7.60%,-42.61%,-22.04%,7.73%,-95.66%,7.73%,43.58,1.28%,2.18%,2.00,700.85,1.18,2.37,3.49%,828184,,,7/27/2005,,
27,"GROW","U.S. Global Investors, Inc.","Financial","Asset Management","USA",71.52,72.19,,,10.36,3.76,8.04,715.18,0.65%,63.00%,0.06,-35.90%,,-3.20%,,-10.70%,156.10%,300.00%,15.08,12.41,2.70%,0.00%,39.60%,25.69%,0.29%,0.36,4.40%,4.90%,-13.70%,5.40,5.40,0.00,0.02,,-13.70%,12.00%,-6.48%,30.14%,86.29%,141.25%,247.37%,220.83%,2.86,0.28,5.69%,6.88%,10.06%,37.06%,83.73%,-4.78%,102.81%,-4.78%,497.50%,67.35,1.06%,2.38%,,99.62,0.86,4.78,3.46%,85612,,,4/24/1985,,
28,"VTNR","Vertex Energy, Inc.","Energy","Oil & Gas Refining & Marketing","USA",30.99,,,,0.23,3.03,1.99,13.47,,,-0.56,-23.00%,93.70%,-3.70%,20.00%,-8.80%,-0.90%,-1.10%,45.56,31.69,6.10%,0.00%,13.30%,-7.67%,2.17%,1.16,-20.40%,-140.30%,-6.80%,1.40,1.30,0.93,1.47,18.20%,-4.60%,-18.40%,4.21%,-9.77%,43.10%,-1.74%,-54.58%,-56.64%,2.52,0.07,7.08%,11.02%,-1.55%,21.41%,16.61%,-30.99%,72.28%,-64.62%,72.28%,57.46,3.34%,0.00%,1.70,594.97,0.66,0.69,3.34%,393847,,,10/21/1992,,
29,"RAVE","RAVE Restaurant Group, Inc.","Consumer Cyclical","Restaurants","USA",16.40,,,,1.80,22.50,5.65,,,,-0.29,-461.60%,,-10.30%,10.00%,-26.90%,-68.50%,-34.50%,15.45,12.91,0.50%,,37.70%,2.05%,0.21%,0.01,-42.80%,-298.80%,-156.80%,2.00,,3.67,3.67,95.80%,-4.90%,-48.50%,2.27%,-0.24%,115.72%,0.50%,-49.44%,-45.45%,0.89,0.10,9.84%,10.88%,-0.80%,12.93%,25.72%,-25.00%,43.08%,-60.59%,144.74%,52.32,2.05%,1.26%,,2333.92,0.33,0.93,3.33%,779731,,,9/1/1993,,
30,"LMFA","LM Funding America, Inc.","Financial","Credit Services","USA",9.90,,,,6.19,0.53,0.81,,,,-1.15,-102.40%,,-16.70%,,-16.90%,-129.90%,-50.00%,15.40,12.91,22.73%,0.00%,23.80%,,0.19%,0.01,-72.90%,-95.90%,,17.00,17.00,0.03,0.00,-7.70%,,,2.06%,-2.90%,4.29%,-51.15%,-20.89%,-17.44%,1.66,0.06,7.50%,9.99%,-2.89%,3.93%,-21.40%,-22.24%,25.00%,-86.48%,120.33%,52.05,3.28%,0.02%,,2700.26,0.30,0.66,3.30%,819094,,,12/8/2015,0.66,0.00%
31,"MRKR","Marker Therapeutics, Inc.","Healthcare","Biotechnology","USA",73.50,,,,105.00,2.07,2.29,,,,-0.51,93.90%,-13.60%,54.40%,,,-11.20%,,46.57,33.67,29.89%,0.00%,29.80%,-0.30%,10.20%,12.75,-49.40%,-56.30%,-51.10%,7.00,7.00,0.00,0.00,,,,-3.77%,-10.00%,0.00%,-21.94%,-52.63%,-46.88%,1.29,0.12,5.81%,7.52%,-1.83%,1.74%,-14.85%,-25.12%,19.70%,-53.94%,19.70%,50.56,3.27%,0.00%,1.50,269.42,1.39,1.58,3.27%,374985,11/9/2020 4:30:00 PM,,1/5/1998,1.58,0.00%
32,"MOHO","ECMOHO Limited","Consumer Cyclical","Specialty Retail","China",78.81,,,,0.23,1.02,1.53,,,,-0.42,104.40%,,,,,-341.80%,-4.50%,34.95,12.24,28.35%,0.00%,0.80%,62.76%,0.60%,0.10,-8.20%,-18.40%,3.70%,1.70,1.20,0.00,0.31,17.40%,-4.20%,-4.30%,4.25%,-38.61%,60.14%,-20.22%,-73.18%,-61.86%,,0.23,3.22%,8.49%,-2.40%,22.79%,-22.51%,-42.71%,76.74%,-80.19%,76.74%,55.06,1.33%,1.81%,3.00,700.97,0.03,2.28,3.17%,20206,11/30/2020 4:30:00 PM,,11/8/2019,,
33,"SLRX","Salarius Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",17.10,,,,3.56,0.77,1.78,,,,-0.91,93.00%,18.50%,28.30%,,,86.90%,55.60%,17.97,16.26,0.60%,10.55%,25.70%,44.23%,2.87%,0.76,-39.50%,-45.20%,-74.50%,5.70,,0.00,0.04,,,,9.20%,28.99%,12.35%,-32.58%,-77.18%,-76.46%,1.94,0.11,9.05%,15.07%,-0.39%,14.19%,-4.82%,-34.17%,44.79%,-77.68%,64.82%,53.19,-1.26%,4.13%,1.50,614.54,0.90,0.92,2.82%,553195,11/11/2020 4:30:00 PM,,1/29/2015,,
34,"JOB","GEE Group, Inc.","Industrials","Staffing & Employment Services","USA",17.80,1.07,,,0.13,0.40,1.07,89.02,,0.00%,0.95,-83.70%,-15.80%,-26.60%,,30.70%,432.00%,-30.20%,15.79,13.15,11.80%,-12.97%,17.50%,219.70%,0.06%,0.02,15.30%,132.80%,-6.40%,1.30,1.30,1.53,1.73,34.50%,5.70%,13.90%,-1.93%,2.35%,2.35%,69.48%,150.26%,159.82%,2.36,0.05,3.59%,5.29%,-0.86%,3.66%,32.23%,-28.77%,23.81%,-58.23%,520.16%,52.91,0.00%,2.63%,2.00,479.67,0.58,1.04,2.63%,276551,,1.75,9/19/1968,,
35,"HALL","Hallmark Financial Services, Inc.","Financial","Insurance - Property & Casualty","USA",60.09,,14.67,,0.12,0.34,0.32,,,,-6.60,-106.10%,200.00%,-15.40%,4.10%,7.60%,-634.10%,4.10%,18.14,16.86,7.06%,0.00%,52.80%,-18.57%,1.94%,1.83,-8.20%,-57.60%,1.30%,,,0.60,0.60,,-28.60%,-24.60%,-0.60%,-2.94%,22.22%,17.02%,-81.21%,-81.22%,1.47,0.17,3.64%,4.45%,0.91%,6.55%,4.11%,-12.66%,29.50%,-82.15%,48.25%,54.98,0.60%,1.82%,2.50,179.08,1.42,3.38,2.42%,253626,,5.50,9/18/1989,,
36,"SALM","Salem Media Group, Inc.","Communication Services","Broadcasting","USA",27.80,,,,0.12,0.21,1.44,1.15,,,-2.32,-761.50%,100.00%,-47.60%,7.00%,-1.00%,101.60%,-5.50%,26.68,11.12,47.39%,-0.28%,9.90%,-28.31%,6.65%,0.84,-11.40%,-42.20%,-2.50%,0.90,0.90,1.62,1.75,17.40%,-4.70%,-26.20%,-2.36%,-5.05%,-1.43%,-10.00%,-28.62%,-28.13%,1.71,0.05,3.14%,5.27%,-1.33%,4.70%,-0.93%,-13.11%,35.41%,-59.54%,63.08%,52.18,2.91%,-0.48%,1.50,876.98,0.25,1.06,2.42%,217374,11/12/2020 4:30:00 PM,,7/1/1999,,
